,Derived,Consensus
GLNt6,0.0,0.0
GLUt7,0.0,0.0
ILEt6,0.0,0.0
LEUt6,0.0,0.0
TCHOLAabcv,0.0,0.0
NFTYROX,0.0,0.0
2DOXG6PP,0.0,0.0
THIORDXm,0.0,0.0
THIORDXni,0.0,0.0
THIORDXp,-0.009108207118302937,-0.0034548452300995026
GCC2bim,0.0,0.0
10FTHFtm,-0.00019779726862875036,-0.000641444895662934
2OXOADPTm,0.015343895769523356,0.02021364751575583
3HAD100m,0.0,0.0
3HAD120m,0.0,0.0
3HAD140m,0.0,0.0
3HAD160m,0.0,0.0
3HAD180m,0.0,0.0
3HAD40m,0.0,0.0
3HAD60m,0.0,0.0
3HAD80m,0.0,0.0
3M2OBLOXRD1,0.0,0.0
3M2OBLOXRD2,0.0,0.0
3OAR100m,0.0,0.0
3OAR120m,0.0,0.0
3OAR140m,0.0,0.0
3OAR160m,0.0,0.0
3OAR180m,0.0,0.0
3OAR40m,0.0,0.0
3OAR60m,0.0,0.0
3OAR80m,0.0,0.0
3OAS100m,0.0,0.0
3OAS120m,0.0,0.0
3OAS140m,0.0,0.0
3OAS160m,0.0,0.0
3OAS180,0.0,0.0
3OAS60m,0.0,0.0
3OAS80m,0.0,0.0
3SALACBOXL,0.0,0.0
3SALATAi,0.0,0.0
3SPYRSP,0.0,0.0
5HOXINDACTO2OX,0.0,0.0
5HOXINDACTOX,0.0,0.0
5MTHFtm,0.0,0.0
AACOAT,0.0,0.0
AASAD3,0.0,0.0
ACACT10m,0.0,0.0
ACACT1x,0.0,0.0
ACACT2rx,0.0,0.0
ACACT3rx,0.0,0.0
ACGPID,0.0,0.0
ACOAD8m,0.0,0.0
ACOAD9m,0.0,0.0
ACOAH,0.0,0.0
ACODA,0.0,0.0
ACONTx,-8.885605206550729e-08,0.0
ACPpds,0.0,0.0
ACPS1,0.0,0.0
ADPRDP,0.0,0.0
AHSERL2,0.003513801868090278,0.0025119395200364045
ALATRSm,0.0,0.0
ALCD19,0.0,0.0
ALDD2x,0.0,0.0
ALKP,0.0,0.0
ALKPv,0.0,0.0
AM6SAD,0.0,0.0
AMCOXO,0.0,0.0
AMPTASECG,-8.885605206459483e-08,0.0
APAT2r,0.04598171581194718,0.15018568967826898
APRAUR,0.0,0.0
ASP1DC,0.04598538283005846,0.150200523326992
ASPO1,0.0,0.0
ASPO6,1.777121041426306e-07,0.0
BBHOX,0.0,0.0
BDMT,0.0,0.0
BMTer,0.0,0.0
BPNT2,0.0,0.0
CHTNASE,0.0,0.0
COAtp,0.0,0.0
COAtr,0.0,0.0
CYSO,0.0,0.0
CYSSm,0.0,0.0
CYSTRSm,0.0,0.0
CYTDH,0.0,0.0
CYTDK1,0.0,0.0
DADA,0.0,0.0
DALAOX,0.0,0.0
DALAxt,0.0,0.0
DDPGA,0.0,0.0
DESAT18_10,0.0,0.0
DHAD1,0.0,0.0
DHAD2,0.0,0.0
DHPPDA2,0.0,0.0
DHPS,0.0,9.649745831056607e-08
DOLASNT,0.0,0.0
DOLPGT1,0.0,0.0
DOLPGT2,0.0,0.0
DOLPGT3,0.0,0.0
DOLPHer,0.0,0.0
DOLPMT1,0.0,0.0
DOLPMT2,0.0,0.0
DOLPMT3,0.0,0.0
DOLPMT4,0.0,0.0
EAR100ym,0.0,0.0
EAR120ym,0.0,0.0
EAR140ym,0.0,0.0
EAR160ym,0.0,0.0
EAR180xm,0.0,0.0
EAR40ym,0.0,0.0
EAR60ym,0.0,0.0
EAR80ym,0.0,0.0
ECOAH1,0.0,0.0
ECOAH12m,0.0,0.0
ECOAH1x,0.0,0.0
ECOAH2p,0.0,0.0
ECOAH3x,0.0,0.0
ECOAH9ir,0.0,0.0
ETFQO,0.0,0.0
FACOAE160,0.0,0.0
FACOAE180,0.0,7.557407480720903e-07
FACOAL180,0.0,0.0
FACOAL183,0.0,0.0
FADDP,0.0,-9.649745831476999e-08
FALDH2,0.0,0.0
FALGTHLs,0.0,0.0
FEROc,0.0,0.0
FOLD3,0.0,0.0
FOMETR,0.0,0.0
FRDO,0.0,0.0
FTCD,0.0,0.0
FTHFDH,0.0,0.0
FTHFDHm,0.0,0.0
G12MT1,0.0,0.0
G12MT2,0.0,0.0
G13MT,0.0,0.0
G16MT,0.0,0.0
GHMT3,0.0,0.0
GLCNACPT,0.0,0.0
GLCNACT,0.0,0.0
GLNtm,1.777121041426306e-07,1.9299491657453056e-07
GLNTRAT,0.0,0.0
GLNTRATm,0.0,0.0
GLNTRSm,0.0,0.0
GluForTx,0.0,0.0
GLUSy,0.0,0.0
GLUTCOADHc,0.0,0.0
GLYO,0.0,0.0
GLYtm,0.00019850811704526572,0.0006422168753294535
GLYTRSm,0.0,0.0
GNK,0.0,0.0
GPDDA2,0.0,0.0
GPIMTer,0.0,0.0
GTHRDHpp,-8.885605206459483e-08,0.0
GUACYC,0.0,0.0
H2ETer,0.0,0.0
H5MTer,0.0,0.0
H6ET3er,0.0,0.0
H6MTer,0.0,0.0
H6MTg,0.0,0.0
HACD1,0.0,0.0
HACD1x,0.0,0.0
HACD2x,0.0,0.0
HACD3x,0.0,0.0
HACD9m,0.0,0.0
HACDp20,0.0,0.0
HACDp22,0.0,0.0
HACDp24,0.0,0.0
HIBDm,0.0,0.0
HISD,0.0,0.0
HMGLm,0.0,0.0
HSERTAm,0.003513801868090278,0.0025119395200364045
HXAND,0.0,0.0
IZPN,0.0,0.0
KAS14m,0.0,0.0
KATp20,0.0,0.0
KATp22,0.0,0.0
KATp24,0.0,0.0
KYNAKGAT,0.0,0.0
LFORKYNHYD,0.0,0.0
LPASE,0.0,0.0
lplipa2,0.0,0.0
LTA4H,0.0,0.0
LYSMTF1n,0.0,0.0
LYSMTF2n,0.0,0.0
LYSMTF3n,0.0,0.0
M4BET2er,0.0,0.0
M4CET3er,0.0,0.0
MAN1PT2,0.03915719384293281,0.0367022487005615
MAOX,0.0,0.0
MCCCrm,0.0,0.0
MCITD,0.0,0.0
ME1,0.0,0.0
MG1er,0.0,0.0
MG2er,0.0,0.0
MG3er,0.0,0.0
MGCHrm,0.0,0.0
MI13PP,0.0,0.0
MI145P6Kc,0.0,0.0
MI145PP,0.0,0.0
MI14PP,0.0,0.0
MI3PP,0.00018321877223706406,0.00012863033416407442
MI4PP,0.0,0.0
MICITDm,0.0,0.0
MM8Ber,0.0,0.0
MMSAD3,0.04598171581194718,0.15018568967826898
MMTSAO,0.0,0.0
MTAN,0.0,0.0
MTRK,0.0,0.0
NADDP,0.0,0.0
NADDPm,0.0,0.0
NADS2m,1.777121041426306e-07,1.9299491657453056e-07
NICRNS,0.0,0.0
NICRNSm,0.0,1.9299491657453056e-07
NODOx,0.0,0.0
NP1,0.0,0.0
NTP1,0.0,0.0
NTP1er,0.0,0.0
NTP1g,0.0,0.0
NTP1m,0.0,0.0
NTP3v,0.0,0.0
NTPP1,0.0,0.0
OPAHir,0.0,0.0
P5CRm,0.011805966791177633,0.011986702704754586
PCLAD,0.0,0.0
PDHa1,0.8346791978579073,0.7939817057149774
PDHa2,0.8248048178138849,0.7800376074083591
PI4PP,0.0,0.0
PIACGT,0.0,0.0
PIPLC,0.0,0.0
pla2_2,0.0,0.0
plipa2,0.0,0.0
PPAtm,0.0,0.0
PPItx,0.0,0.0
PPNCL3,0.0,0.0
PROAKGOX1r,0.0,0.0
PROTRSm,0.0,0.0
PUTA3,-0.011805966791177633,-0.011986702704754586
SBTPD,0.0,0.0
SERTRSm,0.0,0.0
SPMDOX,0.0,0.0
SPODM,0.0,0.0
SPODMm,0.0,0.0
St,0.0,0.0
SUCCtp,-8.885605206550729e-08,0.0
THFtm,0.00019779726862875036,0.000641444895662934
TMABADH,0.0,0.0
TMLYSOX,0.0,0.0
TRPS2,0.0,0.0
TRPS3r,0.0,0.0
UDPDOLPT,0.0,0.0
UDPGP,0.0,0.0
URCN,0.0,0.0
UREAt,0.0,0.0
VALt5m,0.0,0.0
VPAMT,0.0,0.0
XAND,0.0,0.0
XAO2,0.0,0.0
ABTDG,0.0,0.0
ASNtm,0.0,0.0
3HBCOAHLm,0.0,0.0
GLNFRDOX,0.0,0.0
FCYTB5R,0.0028195917026568977,0.011612875196572803
NADHKm,0.0,0.0
OSUCCCL,0.0,0.0
OSUCCCLm,0.0,0.0
ACOAO20p,0.0,0.0
ACOAO22p,0.0,0.0
ACOAO24p,0.0,0.0
ACOAO04p,0.0,0.0
ACOAO06p,0.0,0.0
ACOAO08p,0.0,0.0
GTP89H,8.885605206550729e-08,0.0
ICLx,-8.885605206550729e-08,0.0
PAPSH,0.0,0.0
TRNAALAMET,0.0,0.0
TRNAGUAMETc,0.0,0.0
TRNAGUAMETm,0.0,0.0
AKGDH1,0.0,0.0
TRPOX,0.0,0.0
ETHAMPPL,0.0,0.0
SO3FDXRD,0.0,0.0
CYSTH2SS,0.003287071512384661,0.0005354799314139746
FOLR,0.0,0.0
NFORAH,0.0,0.0
E3MMALOR,0.009874380044022397,0.013944098306618224
DOLPPP,0.0,0.0
TRNADMPPT,0.0,0.0
HISTD,0.005085572723593028,0.005882486396544317
INOSTK1,0.0,0.0
PCH,0.0,0.0
AGL_PP,0.0,0.0
PAL_PP,0.0,0.0
BDGLC1R,0.0,0.0
GLCISO,0.0,0.0
HYPTAURDH,0.0,0.0
HXDCALOR,0.0,0.0
DHORDm,0.0,0.0
ICDOXSUC,0.0,0.0
ICDOXSUCm,0.0,0.0
2OXOADOX,0.0,0.0
PGH,0.0,0.0
PETH,0.0,0.0
PEH,0.0,0.0
URATEHO,0.0,0.0
OLIGOPK,0.0,0.0
FCYTDESAT18,0.0028195917026568977,0.011612875196572803
FAOXC183806x,0.0,0.0
FOLR2m,0.0,0.0
CHTNDAe,0.0,0.0
NARGNHOX,0.0,0.0
FICYTCS,0.0,0.0
4HPHACR,0.0,0.0
PDHbrm,0.8248048178138849,0.7800376074083591
GALURUT,0.0,0.0
3OASTO,0.0,0.0
3M2OBLOXRD3,0.0,0.0
ECOAH9p,0.0,0.0
ECOAH10p,0.0,0.0
ECOAH12p,0.0,0.0
SBTK6,0.0,0.0
GGLUCTC,0.0,0.0
HISTD1,0.005085572723593028,0.005882486396544317
RNAUUM,0.0,0.0
TRNAPSURI,0.0,0.0
TRNAPSURIm,0.0,0.0
4NPHPP,0.0,0.0
PTPPALDHT,0.0,0.0
MCPSULT,0.0,0.0
ARDENDR,0.0,0.0
13DAMPPO,0.0,0.0
ACOAD10NADm,0.0,0.0
3MOPDH3,0.0,0.0
AKGDH2,0.0,0.0
LANOSTD24,0.0,0.0
ARGTRNATR,0.0,0.0
CITCONH,0.009874380044022397,0.013944098306618224
E3MMALH,0.009874380044022397,0.013944098306618224
ALLTNISOR,0.0,0.0
4MOPDH3,0.0,0.0
GLUAATRANS,0.0,0.0
ASPTRNAQL,0.0,0.0
ASPTRNAQLm,0.0,0.0
NTMELYSH,0.0,0.0
LPEAT_PP,0.0,0.0
OXPTPH,8.885605206550729e-08,0.0
ALACPYRL,0.009874380044022397,0.013944098306618224
4HTHBDH,0.0,0.0
BTNCBXLH,0.0,0.0
UPPDC2,0.0,0.0
FAPTPAH,8.885605206550729e-08,0.0
25DAPTPM,8.885605206550729e-08,0.0
3H3M2OPR,0.009874380044022397,0.013944098306618224
3H3M2OPS,0.009874380044022397,0.013944098306618224
BTNAPOCL,0.0,0.0
DHDPP,0.0,0.0
GPIAT,0.0,0.0
CERASE224,0.0,0.0
CERASE226,0.0,0.0
5HIURATEH,0.0,0.0
OHCUREIMDZLNCAR,0.0,0.0
PAOX,0.0,0.0
4HPHACS,0.0,0.0
MI3PS,0.00018321877223706406,0.00012863033416407442
DKMPPDb,0.0,0.0
DKMPPDa,0.0,0.0
CITMALS,0.009874380044022397,0.013944098306618224
CYSST,0.0,0.0
4MOPDH1,0.0,0.0
4MOPDH2,0.0,0.0
3MOPDH1,0.0,0.0
3MOPDH2,0.0,0.0
OGLYCOS,0.0,0.0
OACPN6OT,0.0,0.0
PN6OLST,0.0,0.0
OACPSST,0.0,0.0
LPACPN6LPT,0.0,0.0
LPTAYYLT,0.0,0.0
LPPROTL,0.0,0.0
SERSECTRSm,0.0,0.0
SERSECTRS,0.0,0.0
APCADVS,0.0,0.0
SLD,0.0,0.0
DOLPMT5,0.0,0.0
IND3ACS,0.0,0.0
16MANASE,0.0,0.0
AGPGAT,0.0,0.0
AGPGS,0.0,0.0
MLCLPNAT,0.0,0.0
CLPNAH,0.0,0.0
DAHSS,0.0,0.0
Coq1,0.0,0.0
TRNADHUS,0.0,0.0
STEROLS,0.0,0.0028514226952348017
GLYCERIDES,0.0,0.004350723004563045
LIPIDS,0.0,0.005982842415515739
PI1456PP,0.0,0.0
ALTOX,0.0,0.0
G15LACH,0.0,0.0
L_LACDm,0.0,0.0
PMTCOAtr,0.0,0.0
ACter,0.0,0.0
PIt2er,0.0,0.0
ATPter,0.0,0.0
ADPter,0.0,0.0
PTD1INOter,0.0,0.0
CDPter,0.0,0.0
UDPGLCtr,0.0,0.0
CTPter,0.0,0.0
ATPter_H,0.0,0.0
GDPMANter,0.0,0.0
H2O2ter,0.0,0.0
LCYSTINter,0.0,0.0
UMPter,0.0,0.0
NO3t,0.0,0.0
ACPt,0.0,0.0
CHITINt,0.0,0.0
CHITOSt,0.0,0.0
D_LACt,0.0,0.0
growth,0.08885605206459482,0.09649745831477
L_LACt,0.0,0.0
PIt2g,0.0,0.0
ATPtg_H,0.0,0.0
GTHOXtm,0.0,0.0
H2Stm,0.0,0.0
NCAMtm,0.0,0.0
ACHMStm,-0.003513801868090278,-0.0025119395200364045
HOMtm,-0.003513801868090278,-0.0025119395200364045
OROTtm,0.0,0.0
METtm,0.0,0.0
TRPtm,0.0,0.0
TYRtm,0.0,0.0
CYStm,0.0,0.0
Stm,0.0,0.0
1PYR5Ctm,0.011805966791177633,0.011986702704754586
4MOPtm,-0.01747298384041767,-0.022288454887302266
METHFtm,0.0,0.0
GTHRDtm,0.0,0.0
ACSERtm,0.0,0.0
ACORNtm,0.0,0.0
ACACtm,0.0,0.0
NADtm,-1.7771210428202285e-07,-1.929949165454046e-07
MALSUCCtm,0.0,0.0
AKGMALtm,1.094997278077816,1.4973896921970253
FEt1m,8.885605206459483e-08,9.649745831476999e-08
DHORtm,0.0,0.0
THRtm,0.0,0.0
2HETHPPtm,0.0,0.0
2MOPtm,0.0,0.0
ACCOAtm,0.0,0.0
ALACtm,0.0,0.0
CBPtm,0.0,0.0
CPPPG3tm,0.0,0.0
HCITtm,0.0,0.0
LCADtm,0.0,0.0
LKYNRtm,0.0,0.0
SERtm,0.0,0.0
TTC_GGDPtm,0.0,0.0
23DHMPtm,0.0,0.0
CRNCAR8tp,0.0,0.0
B2COAtp,0.0,0.0
CITtp,-8.885605206550729e-08,0.0
AKGMALtp,0.0,0.0
FA183COAabcp,0.0,0.0
FA240COAabcp,0.0,0.0
FA260COAabcp,0.0,0.0
DHAtv,0.0,0.0
GTPGDPtv,0.0,0.0
MANtv,0.0,0.0
GTPtv,0.0,0.0
DHAPtv,0.0,0.0
ODCALOR,0.0,0.0
34HPPOR,0.0,0.0
ASPGLUtp,0.0,0.0
CO2tg,0.0,0.0
CRNCARtp,0.0,0.0
DHFtm,0.0,0.0
FLDO,0.0,0.0
FTHFCLm,0.0,0.0
FUMAC,0.0,0.0
G5SADsm,0.011805966791177633,0.011986702704754586
GLUN,0.0,0.0
HGNTOR,0.0,0.0
MACACI,0.0,0.0
NADN,0.0,0.0
NADPPPS,-8.885605210035535e-08,-9.64974581503732e-08
NH4tp,0.0,0.0
NTD1,0.0,0.0
NTD11,0.0,0.0
NTD6,0.0,0.0
NTD8,0.0,0.0
NTD9,0.0,0.0
NTP3,0.0,0.0
P5CDm,0.0,0.0
PEtg_SC,0.0,0.0
PROtm,0.0,0.0
PStg_SC,0.0,0.0
QULNS,1.777121041426306e-07,0.0
SERAT,0.0,0.0
PHOSPHOLIPIDS,0.0,0.0012270809794222783
PROTEINS,0.0,0.0357040595764649
CARBOHYDRATES,0.0,0.03560756211815013
RNA,0.0038912340642892913,0.00636883224877482
DNA,0.0007104297487000427,0.00012544669580920098
COF,0.08885605206459482,0.09649745831477
Consensus,0.0,0.09649745831477
HEXDPtm,0.0,0.0
PItv,0.0,0.0
ACACT9p,0.0,0.0
ACOAO9p,0.0,0.0
CERS124,0.0,0.0
CERS126,1.7427721935038591e-06,1.639261728706964e-05
CERS224,2.5912574687566155e-06,2.3353479843821698e-05
CERS226,0.0,0.0
FA182COAabcp,0.0,0.0
LGTHL,0.0,0.0
PDE1,0.0,0.0
PDE4,0.0,0.0
TREHe,0.0,0.0
PSERDv_PP,0.0,0.0
MNTt,0.0,0.0
METOHte,0.0,0.0
ACPtm,0.0,0.0
METOHtx,0.0,0.0
O2tx,0.0045541035591514685,0.0017274226150497513
PStv_PP,0.0,0.0
PEtv_PP,0.0,0.0
CDPDGPm_PP,4.84923402779234e-05,1.693371751602744e-05
13BGH,0.0,0.0
13GS,0.1929999042055458,0.10913717789213014
2DHPtm,0.0,0.0
3C3HMPtm,-0.01747298384041767,-0.022288454887302266
3DSPHR,7.992251418992414e-06,5.444931036779136e-05
3HAO,0.0,0.0
3MOBtm,-0.01263333321643414,-0.018481776281978304
3MOPtm,-0.0017539333760742783,0.0
4HBZtm,8.885605206387379e-08,9.649745831347866e-08
5AOPtm,-7.108484165167586e-07,-7.719796665181599e-07
AATA,0.015343895769523356,0.02021364751575583
ABTA,0.0,0.0
L_ABTt,0.0,0.0
ABUTDm,0.0,0.0
ACACT1,0.0,0.0
ACACT4p,0.0,0.0
ACACT5p,0.0,0.0
ACACT6p,0.0,0.0
ACACT7p,0.0,0.0
ACACT8p,0.0,0.0
ACALDtm,0.0,0.0
ACCOACr,0.02821201102039082,0.11659319362077981
ACGAM6PS,0.0078114018915177875,0.007299550234220777
ACGAMPM,0.0078114018915177875,0.007299550234220777
ACGKm,0.01967949735142006,0.02609495603293492
ACGSm,0.0,0.0
ACLSm,0.030106317056851812,0.04077023116928057
ACOAO4p,0.0,0.0
ACOAO5p,0.0,0.0
ACOAO6p,0.0,0.0
ACOAO7p,0.0,0.0
ACOAO8p,0.0,0.0
ACOATA,0.0035977247241064545,0.014860787036686569
ACOATAm,0.0,0.0
ACONT,0.0,0.0
ACONTm,0.7679954669457674,0.6711286612387563
ACOTAim,0.01967949735142006,0.02609495603293492
ACS,0.003513801868090278,0.0025119395200364045
ACtm,0.0,0.0
ADCL,8.885605206550729e-08,9.649745831056607e-08
ADCS,8.885605206550729e-08,9.649745831056607e-08
ADK1m,1.777121041426306e-07,1.9299491657453056e-07
ADMDC,0.0,0.0
ADNCYC,0.0,0.0
ADNK1,0.002969971434424391,0.005271162694029971
ADPT,0.0,0.0
ADSK,0.006800873380474939,0.0030474194514503792
ADSL1r,0.00919098360063047,0.011618350381758053
ADSL2r,0.00732119265776785,0.010306622424175288
ADSS,0.00919098360063047,0.011618350381758053
AGAT_PP,0.0017135519846555878,0.005594614993403409
AGPRim,0.01967949735142006,0.02609495603293492
AHCi,0.002969971434424391,0.005271162694029971
AHCYStm,-2.665681561918029e-07,-2.894923749418923e-07
AICART,0.012406765381360879,0.016189108820719608
AIRCr,0.00732119265776785,0.010306622424175288
AKGDbm,0.6777271078021027,0.555015195908398
AKP1,8.885605206550729e-08,0.0
ALASm,7.108484165167586e-07,7.719796665181599e-07
ALATA_L,-0.020778455349302977,-0.03373959669840988
ALATRS,0.0,0.0
ALCD19y,0.0,0.0
ALCD2x,0.0,0.0
ALDD19x,0.0,0.0
ALDD2xm,0.0,0.0
ALLTAHr,0.0,0.0
ALLTNr,0.0,0.0
ALLTNti,0.0,0.0
ALPHNH,0.0,0.0
AMETtm,2.665681561918029e-07,2.894923749418923e-07
AMID3,0.0,0.0
AMPDA,0.0,0.0
ANPRT,0.0060570671764633545,0.0044975336272693464
ANS,0.0060570671764633545,0.0044975336272693464
AP4AHr,0.0,0.0
ARGN,0.0,0.0
ARGSL,0.01967949735142006,0.022024693241217922
ARGSSr,0.01967949735142006,0.022024693241217922
ARGTRS,0.0,0.0
ARGTRSm,0.0,0.0
ASADi,0.018805973851403337,0.02122248289548502
ASNN,0.0,0.0
ASNS1,0.012168712654078899,0.014085204618287734
ASNTRS,0.0,0.0
ASNTRSm,0.0,0.0
ASPCT,0.007143054340668096,0.01000661948663875
ASPKi,0.018805973851403337,0.02122248289548502
ASPTA,0.844422849050158,1.0876449077525818
ASPTAm,-0.9769289749147833,-1.341237172527114
ASPTAp,0.0,0.0
ASPTRS,0.0,0.0
ASPTRSm,0.0,0.0
ATP2tp_H,0.0,0.0
ATPATF1,0.0,0.0
ATPM,2.176258415012215,2.317017544616118
ATPPRT,0.005085572723593028,0.005882486396544317
ATPS3m,11.343529677144861,10.946823658279405
ATPS3v,0.0,0.0
ATPtp_H,0.0,0.0
BACCL,0.0,0.0
BPNT,0.006800873380474939,0.0030474194514503792
BTSr,0.0,0.0
C14STR,0.0011376199354000683,0.0035322272651403725
C22STDS,0.0,0.0
C24STRer,0.0011376199354000683,0.003287303457186715
C3STDH1,0.0011376199354000683,0.0035322272651403725
C3STKR1,0.0011376199354000683,0.0035322272651403725
C4STMO1,0.0011376199354000683,0.0035322272651403725
C5STDS,0.0011376199354000683,0.003287303457186715
C8STI,0.0011376199354000683,0.003342677535506672
CATp,0.0045541035591514685,0.0017274226150497513
CBPS,0.026822551692088158,0.03203131272785667
CHLPCTD,0.0,0.0
CHOLK,0.0,0.0
CHORM,0.01408278472579169,0.016945501300516398
CHORS,0.02014002961435917,0.02144322792270237
CHRPL,8.885605206387379e-08,9.649745831347866e-08
CHTNS,0.0078114018915177875,0.007299550234220777
CITtam,0.020140118470411236,0.019658778522206054
CITtcm,0.0,0.0
CLPNSm_PP,0.0,1.693371751602744e-05
CO2t,-2.507354302495129,-2.5214189079640055
CO2tm,-2.352457506202714,-2.12544469438705
CO2tv,0.0,0.0
CPPPGO,8.885605206459483e-08,9.649745831476999e-08
CRNCARtm,0.0,0.0
CSm,0.7679953780897153,0.6711286612387563
CSNATm,0.0,0.0
CSNATp,0.0,0.0
CSNATr,0.0,0.0
CSND,0.0,0.0
CSp,0.0,0.0
CTPS1,0.003025045361578517,0.004951130190197539
CYSS,0.0,0.0
CYSTGL,0.0,0.0
CYSTL,0.0,0.0
CYSTRS,0.0,0.0
CYSTS,0.0,0.0
CYTD,0.0,0.0
CYTDK2,0.0,0.0
CYTK1,-0.001455824009729447,-0.003669671306994241
CYTK2,0.0,0.0
DADK,-0.0006795260546315909,-0.00011998976454150075
DAGCPT_PP,0.0,0.0
DAGPYP_PP,0.00014799765091781325,0.004297803566829326
DAGPYPer_PP,0.0,0.0
DB4PS,3.554242082583793e-07,3.8598983325907996e-07
DCMPDA,-0.00047414081428240855,-8.372312478306074e-05
DDPA,0.0,0.0017844494004963186
DGK1,-0.00047414081428240855,-8.372312478306074e-05
DHAD1m,0.030106317056851812,0.04077023116928057
DHAD2m,0.009874380044022397,0.013944098306618224
DHAK,0.0,0.0
DHAPtm,0.0,0.0
DHFRi,0.0006796149106836563,0.00012008626199981132
DHFS,8.885605206550729e-08,9.649745831056607e-08
DHNPAm,8.885605206550729e-08,0.0
DHORTS,-0.007143054340668096,-0.01000661948663875
DHQS,0.02014002961435917,0.02144322792270237
DHQTi,0.02014002961435917,0.02144322792270237
DIPS,0.0,0.0
D_LACDm,0.0,0.0
D_LACt2,0.0,0.0
DMATT,0.0022753287268522005,0.0070993373077092884
DOLPMTcer,0.03915669298827435,0.03667578898169463
DPCOAK,3.667018111274869e-06,1.502664363958371e-05
DPMVD,0.006826252748712793,0.021298301415502808
DPR,3.667018111274869e-06,1.483364872300918e-05
DTMPK,0.0,0.0
DURIPP,0.0,0.0
DUTPDP,0.0,0.0
ECOAH11p,0.0,0.0
ECOAH4p,0.0,0.0
ECOAH5p,0.0,0.0
ECOAH6p,0.0,0.0
ECOAH7p,0.0,0.0
ECOAH8p,0.0,0.0
EHGLAT,0.0,0.0
ENO,1.146351003951975,1.2873514283191914
ETHAK,0.0,0.0
ETHAPT_PP,0.0,0.0
ETOHt,0.0,0.0
ETOHtm,0.0,0.0
FA120ACPH,0.0,0.0
FA140ACPH,0.0,0.0
FA140COAabcp,0.0,0.0
FA160ACPH,4.552906894194217e-07,1.6976163629142254e-07
FA160COAabcp,0.0,0.0
FA180ACPH,0.0,-1.6976163629236447e-07
FA180COAabcp,0.0,0.0
FA181COAabcp,0.0,0.0
FACOAL160,0.0,0.0
FACOAL181,0.0,0.0
FACOAL182,0.0,0.0
FADFMNtm,1.777121034514774e-07,0.0
FBA,0.568513895937408,0.6189860145650816
FBP,0.0,0.0
FBP26,0.0,0.0
FCLTm,8.885605206459483e-08,9.649745831476999e-08
FDH,0.0,0.0035328062498902616
FE2t,8.885605206459483e-08,9.649745831476999e-08
FKYNH,0.0,0.0
FMETTRSm,0.0,0.0
FMNAT,2.6656815551607226e-07,0.0
FORt,0.0,0.0
FRTT,8.885605206387379e-08,9.649745831347866e-08
FTHFCL,0.0,0.0
FTHFLi,0.0011382419277645214,0.0
FUM,0.03619158475376628,0.04394966604715127
FUMm,0.6777263969536861,0.5550144239287315
G3PD1ir,0.001762044324933511,0.005611548710919436
G3PD1irm,0.0,0.0
G3PDm,0.0,0.0
G3PT,0.0,0.0
G5SADr,0.0,0.0
G5SD,0.0,0.0
G6PDH2,0.24504519649144468,0.4067030987382558
GALU,0.2519942158778051,0.17292231562941268
GAPD,1.2010418760902157,1.3478990123693098
GARFTi,0.00732119265776785,0.010306622424175288
GAT2_PP,0.0,0.0
GCCam,0.0,0.0
GCCbim,0.0,0.0
GCCcm,0.0,0.0
GF6PTA,0.0078114018915177875,0.007299550234220777
GHMT2r,0.02555888521799299,0.03377221197656284
GHMT2rm,0.0,0.0
GK1,0.0,0.0
GLCGSD,0.0,0.0
GLCP,0.0,0.0
GLCS2,0.03211940042402618,0.06298977738700758
GLCtv,0.0,0.0
GLNS,0.09750909290402082,0.11787526417217938
GLNTRS,0.0,0.0
GLPT,0.0,0.0
GLU5K,0.0,0.0
GLUCYS,0.0,9.649745831476999e-08
GLUDC,0.0,0.0
GLUDxi,0.0,0.0
GLUDyi,0.34643087733697675,0.4376433082480768
GLUPRT,0.00732119265776785,0.010306622424175288
GLUSx,0.0,0.0
GLUTRS,0.0,0.0
GLUTRSm,0.0,0.0
GLYC3Ptmc,4.84923402779234e-05,1.693371751602744e-05
GLYCt,0.0,0.0
GLYK,0.0,0.0
GLYOX,0.0,0.0
GLYTRS,0.0,0.0
GMPS2,0.0032157817807304087,0.004570758438961551
GND,0.24504519649144468,0.4067030987382558
GPDDA1,0.0,0.0
GRTT,0.0022753287268522005,0.0070993373077092884
GTHO,0.0,0.0
GTHOm,0.0,0.0
GTHPm,0.0,0.0
GTHS,0.0,9.649745831476999e-08
GTPCII,1.7771210412918965e-07,1.9299491662953998e-07
GTPH1,0.0,0.0
GUAD,0.0,0.0
GUAPRT,0.0,0.0
H2Ot,-3.583401576364433,-3.722523938728906
H2Otm,-14.818752795597595,-14.368014449792069
H2Otp,0.009108207118302937,0.0034548452300995026
H2Otv,0.0,0.0
HACD10p,0.0,0.0
HACD4p,0.0,0.0
HACD5p,0.0,0.0
HACD6p,0.0,0.0
HACD7p,0.0,0.0
HACD8p,0.0,0.0
HACNHm,0.015343895769523356,0.02021364751575583
HCITSm,0.015343895769523356,0.02021364751575583
HCYSMT,0.0,0.0
HETZK,0.0,0.0
HEX1,1.0,1.0
HEX4,0.0,0.0
HEX7,0.0,0.0
HISTP,0.005085572723593028,0.005882486396544317
HISTRS,0.0,0.0
HISTRSm,0.0,0.0
HKYNH,0.0,0.0
HMBS,8.885605206459483e-08,9.649745831476999e-08
